canonical_dealer_id,mc_dealer_id,mc_rooftop_id,mc_location_id,mc_website_id,seller_name,dealer_type,source,website_provider,street,city,state,zip,latitude,longitude,seller_phone,seller_email,inventory_type,confirmed_sales,potential_sales,total_sales,active_inventory,top_5_makes,top_5_make_inventory,top_5_models,top_5_model_inventory,unique_makes_count,unique_models_count,last_updated
100000011,1162115,1043765,1303689,1045911,mercedes-benz of west chester,franchise,westchesterbenz.com,Fox Dealer,5897 Muhlhauser Road,West Chester Township,OH,45069,39.319607,-84.429247,513-870-1000 | 513-450-9450,bgribble@westchesterbenz.com,new,84,69,153,160,Mercedes-Benz,160,GLC | GLE | GLS | CLE | GLE Coupe,42 | 29 | 20 | 12 | 10,1,15,2026-01-30
100000012,1148747,1047384,1303709,1009875,mercedes-benz of fort myers,franchise,mercedesoffortmyers.com,Dealer.com,15461 South Tamiami Trail,Fort Myers,FL,33908,26.518705,-81.866217,855-835-1871,sales@mercedesmyers.edealerhub.com,new,85,27,112,87,Mercedes-Benz,87,GLE | GLC | CLE | GLS | GLE Coupe,26 | 13 | 8 | 8 | 7,1,15,2026-01-30
100000014,1156536,1047880 | 443127,1303815,1082147,"appel ford, inc.",franchise,appelford.com,Jazel Auto | Team Velocity,1820 Highway 290 West,Brenham,TX,77833,30.147351,-96.405977,979-353-0816 | 979-366-3455,fcrawford@appelford.com,new,80,3,83,91,Ford,91,F-150 | Expedition | F-250 Super Duty | F-350 Super Duty | Bronco 4-Door,36 | 9 | 9 | 9 | 6,1,15,2026-01-30
100000015,1160875,1042957,1303936,1001412,mercedes-benz of san francisco,franchise,sfbenz.com,Dealer.com,2233 Gellert Boulevard,South San Francisco,CA,94080,37.649013,-122.452806,415-673-2000,katrina.grey@sfbenz.com,new,106,11,117,111,Mercedes-Benz,111,GLC | GLE | C-Class Sedan | GLS | GLB,27 | 14 | 9 | 9 | 8,1,18,2026-01-30
100000016,1160875,1042957,1303936,1104423,mercedes-benz of san francisco,franchise,express.sfbenz.com,Roadster,2233 Gellert Boulevard,South San Francisco,CA,94080,37.649013,-122.452806,415-673-2000,,new,77,11,88,83,Mercedes-Benz,83,GLE | GLA | GLC | GLS | C-Class Sedan,12 | 10 | 10 | 10 | 5,1,17,2026-01-30
100000018,1120037,938405,1304684,1039272,mercedes-benz of plano,franchise,mbplano.com,Dealer.com | Dealer Inspire,6455 Dallas Parkway,Plano,TX,75024,33.061276,-96.829573,972-599-0909 | 214-390-4092,jconroy@mbplano.com,new,374,50,424,384,Mercedes-Benz,384,GLE | GLC | GLE Coupe | GLB | GLS,85 | 78 | 33 | 23 | 18,1,18,2026-01-30
100000019,1120699,1052391,1304713,11044539,south dayton toyota (formerly walker toyota),franchise,southdaytontoyota.com,Dealer Inspire,8457 North Springboro Pike,Miamisburg,OH,45342,39.627315,-84.227139,937-433-4950,,new,113,21,134,124,Toyota,124,RAV4 | Camry | Tacoma | Corolla | Grand Highlander,35 | 17 | 11 | 10 | 9,1,16,2026-01-30
100000020,1156413,1054183,1304938,1020750,mercedes-benz of huntington,franchise,mbhuntington.com,Dealer Inspire,1103 East Jericho Turnpike,Huntington,NY,11743,40.835121,-73.366733,631-486-0158,bsheikh@mbhuntington.com,new,94,4,98,95,Mercedes-Benz,95,GLC | GLE | GLA | C-Class Sedan | GLB,26 | 14 | 10 | 8 | 7,1,15,2026-01-30
100000021,1155428,1048604 | 38846,1305189,1038267,mercedes-benz of fort walton beach,franchise,mercedesbenzfwb.com,Dealer Inspire,1000 Beal Parkway Northwest,Fort Walton Beach,FL,32547,30.454397,-86.639804,850-863-8369,rvillarreal@mbfwb.com,new,22,3,25,23,Mercedes-Benz,23,GLS | GLB | S-Class | C-Class Sedan | CLE,5 | 3 | 3 | 2 | 2,1,9,2026-01-30
100000022,1193786,1041612,1305647,1029003,herzog-meier volvo cars,franchise,beavertonvolvocars.com,Dealer Inspire,4180 Southwest 141st Avenue,Beaverton,OR,97005,45.489379,-122.821338,503-644-9121 | 503-647-6270,enrique.ojeda@herzogmeier.com,new,52,11,63,52,Volvo,52,XC90 | XC60 | XC40 | EX30 | EX90,20 | 13 | 7 | 6 | 5,1,6,2026-01-30
100000023,1155272,1042959,1305807,1000838,mercedes-benz of silver spring,franchise,mercedesbenzsilverspring.net,Dealer.com,3301 Briggs Chaney Road,Silver Spring,MD,20904,39.077283,-76.944411,240-293-2421,ssmb@leads.mileone.com,new,79,32,111,234,Mercedes-Benz,234,GLC | GLE | GLE Coupe | GLC Coupe | GLS,43 | 37 | 21 | 18 | 14,1,16,2026-01-30
100000024,1149159,1050974,1306464,1002014,mercedes-benz of shrewsbury,franchise,wagnermercedesofshrewsbury.com,Dealer.com,760 Boston Turnpike,Shrewsbury,MA,01545,42.276902,-71.694496,508-581-5626 | 508-581-5600,mcabot@wagnermotors.com,new,24,3,27,24,Mercedes-Benz,24,GLE | GLC | GLS | GLB | GLE Coupe,5 | 4 | 4 | 3 | 2,1,11,2026-01-30
100000025,1120385,1054562,1306465,1002429,mercedes-benz of salem,franchise,mercedesofsalem.com,DealerOn,2405 Commercial Street Southeast,Salem,OR,97302,44.917939,-123.045548,503-585-1231,octavio@skylineforddirect.com,new,17,0,17,18,Mercedes-Benz,18,GLS | GLC | GLE | S-Class | CLA,6 | 4 | 2 | 2 | 1,1,8,2026-01-30
100000027,1122104,1046395,1306723,11028028,mercedes-benz of kalamazoo,franchise,mercedesbenzofkalamazoo.com,DealerOn,543 West Michigan Avenue,Kalamazoo,MI,49007,42.291077,-85.590712,269-345-0167 | 248-900-4770,jfetkenhier@lafontaine.com,new,12,1,13,12,Mercedes-Benz,12,GLC | GLE | GLS | GLC Coupe | Sprinter Cargo Van,6 | 2 | 2 | 1 | 1,1,5,2026-01-30
100000028,1125661,1042806,1306862,1016145,mercedes-benz of latham,franchise,keelermercedesbenz.com,Roadster,1111 Troy-Schenectady Road,Latham,NY,12110,42.76745,-73.814261,518-785-4197,koneill@keeler.com,new,10,2,12,11,Mercedes-Benz,11,GLC | GLE | E-Class | C-Class Sedan | GLS,3 | 3 | 2 | 1 | 1,1,6,2026-01-30
100000029,1125661,1042806,1306862,11037243,mercedes-benz of latham,franchise,mboflatham.com,Dealer.com,1111 Troy-Schenectady Road,Latham,NY,12110,42.76745,-73.814261,518-586-5716 | 518-785-4197,koneill@keeler.com,new,16,1,17,17,Mercedes-Benz,17,GLC | GLE | E-Class | GLB | GLE Coupe,5 | 4 | 2 | 1 | 1,1,6,2026-01-30
100000030,1124349,1017512 | 882173,1307264,11028869,gregg young chevrolet gmc of columbus | gregg young chevrolet buick gmc of columbus,franchise,greggyoungchevygmccolumbus.com,Overfuel | Dealer Inspire,615 23rd Street East,Columbus,NE,68601,41.437543,-97.319066,402-835-4342,,new,51,38,89,237,Chevrolet | GMC,197 | 40,Silverado 1500 | Traverse | Equinox | Silverado 2500HD | Trax,38 | 34 | 33 | 27 | 19,2,20,2026-01-30
100000031,1195164,1047694,1307274,1016415,st. charles hyundai,franchise,stcharleshyundai.com,Dealer Inspire,5701 Veterans Memorial Parkway,St. Peters,MO,63376,38.797349,-90.600954,636-441-4481 | 636-263-8335,kevin.maherjr@stcharlesauto.com,new,108,13,121,111,Hyundai,111,Tucson | Palisade | Elantra | Santa Fe | Sonata,26 | 25 | 19 | 14 | 7,1,12,2026-01-30
100000032,1117997,1054390,1307288,1020850,mercedes-benz of hampton,franchise,mercedesbenzofhampton.com,Dealer Inspire,2712 Neil Armstrong Parkway,Hampton,VA,23666,37.061983,-76.400421,757-504-3785 | 757-704-2123,isaunders@millsautogroup.com,new,10,4,14,30,Mercedes-Benz,30,GLE | GLC | C-Class Sedan | G-Class | GLA,6 | 4 | 3 | 3 | 3,1,11,2026-01-30
100000033,1097364,1048384,1307317,1008536,bill walsh ford-lincoln,franchise,billwalshford.net,Dealer.com,2900 Columbus Street,Ottawa,IL,61350,41.372601,-88.833053,815-317-4386 | 815-434-4959,jabernathy@billwalsh.com,new,9,8,17,10,Ford,10,Bronco 4-Door | Bronco Sport | Escape | Explorer | F-150,2 | 1 | 1 | 1 | 1,1,9,2026-01-30
100000034,1113962,735617,1307331,11038725,demaagd gmc nissan,franchise,demaagdnissan.net,Dealer.com,333 West Dickman Road,Battle Creek,MI,49037,42.318326,-85.194869,269-963-5538,demaagd@aol.com,new,8,2,10,8,Nissan,8,Frontier | Rogue | KICKS | Versa Sedan,3 | 3 | 1 | 1,1,4,2026-01-30
100000035,1191057,1051427,1307681,1095489,mercedes-benz of milwaukee north,franchise,mbofmilwaukeenorth.com,DealerOn,1400 West Silver Spring Drive,Glendale,WI,53209,43.119546,-87.928106,866-765-1143 | 414-290-1443,ahmad@umanskymotorcars.com,new,17,1,18,18,Mercedes-Benz | BMW,17 | 1,GLC | C-Class Sedan | CLE | GLE | GLE Coupe,3 | 2 | 2 | 2 | 2,2,10,2026-01-30
100000036,1188084,622187,1307899,11034730,audi parker,franchise,audiparker.com,,18455 Ponderosa Drive,Parker,CO,80134,39.540909,-104.775728,303-738-4877 | 720-283-5157,dthorne@mcdonaldautomotive.com,new,68,11,79,123,Audi,123,New Q5 | Q5 | Q3 | Q7 | New A5,20 | 14 | 12 | 12 | 10,1,26,2026-01-30
100000037,1156417,1045934,1308053,1020730,mercedes-benz of henderson,franchise,mbofhenderson.com,Dealer Inspire,925 Auto Show Drive,Henderson,NV,89014,36.044331,-115.024055,702-485-3000,,new,90,17,107,93,Mercedes-Benz,93,GLE | GLC | GLS | C-Class Sedan | Sprinter Cargo Van,18 | 14 | 10 | 9 | 9,1,17,2026-01-30
100000038,1124897,1044490,1308175,1006889,mercedes-benz of naperville,franchise,mbofnaperville.com,Dealer.com,1569 West Ogden Avenue,Naperville,IL,60540,41.768054,-88.187706,888-304-1759,andinoj2@autonation.com,new,73,26,99,229,Mercedes-Benz,229,GLC | GLE | G-Class | Sprinter Cargo Van | GLA,57 | 40 | 12 | 12 | 11,1,20,2026-01-30
100000039,1112447,544693,1308371,1017346,mercedes-benz of macon,franchise,mercedesbenzofmacon.com,Dealer.com,4781 Riverside Drive,Macon,GA,31210,32.922003,-83.708829,478-250-8386,jstewart@jacksonautomotive.com,new,26,3,29,27,Mercedes-Benz,27,GLS | GLE | G-Class | GLC | C-Class Sedan,9 | 7 | 3 | 3 | 1,1,9,2026-01-30
100000040,1163143,646340,1308835,11040531,volvo cars of ft. myers,franchise,volvocarsfortmyers.com,Dealer.com,2600 Colonial Boulevard,Fort Myers,FL,33907,26.596313,-81.85911,239-313-4400,sales@volvooffortmyers.edealerhub.com,new,38,8,46,38,Volvo,38,XC90 | XC60 | XC40 | EX30,19 | 13 | 4 | 1,1,4,2026-01-30
100000041,1125478,1036723,1308956,11027147,coggin honda de orlando,franchise,carroshonda.com,Dealer.com,11051 South Orange Blossom Trail,Orlando,FL,32837,28.406447,-81.403428,407-917-7433,privacy@asburyauto.com,new,162,25,187,165,Honda,165,CR-V | Civic | HR-V | Pilot | Accord,37 | 34 | 23 | 23 | 21,1,10,2026-01-30
100000042,1162623,1050208,1309234,1059447,mercedes-benz of the woodlands,franchise,mbotw.com,Dealer Inspire,16917 Interstate 45,The Woodlands,TX,77385,30.210659,-95.455138,936-206-7500,fgallucci@mbotw.com,new,160,19,179,164,Mercedes-Benz,164,GLE | GLC | GLE Coupe | GLS | Sprinter Cargo Van,40 | 24 | 17 | 14 | 11,1,20,2026-01-30
100000043,1111636,1046770,1309236,1009695,mercedes-benz of gainesville,franchise,mbofgainesville.com,Dealer Inspire,4000 North Main Street,Gainesville,FL,32609,29.689524,-82.320177,352-663-1441 | 352-677-2342,jwolfson@mbofgainesville.com,new,59,11,70,66,Mercedes-Benz,66,GLS | GLC | GLE Coupe | GLE | CLE,13 | 9 | 9 | 7 | 5,1,18,2026-01-30
100000044,1149668,1053915 | 1023517,1309268,1016319,mercedes-benz of mishawaka,franchise,gurleyleepmercedes.com,Dealer Inspire | Team Velocity,4004 Grape Road,Mishawaka,IN,46545,41.696239,-86.186539,574-254-7130 | 574-475-8043,smiller@gurleyleep.com,new,13,1,14,13,Mercedes-Benz,13,GLE | GLB | GLS | Sprinter Cargo Van | C-Class Sedan,4 | 2 | 2 | 2 | 1,1,6,2026-01-30
100000045,1196620,1031403,1309409,1018154,szott toyota,franchise,szottm59toyota.com,Dealer.com,4178 Highland Road,Waterford Township,MI,48328,42.651523,-83.367503,248-453-1262,mmechigian@szottauto.com,new,116,16,132,118,Toyota,118,RAV4 | Camry | Tacoma | Grand Highlander | Tundra,23 | 18 | 13 | 11 | 9,1,17,2026-01-30
100000046,1124215,999963,1309616,1013522,st. cloud toyota,franchise,stcloudtoyota.com,Dealer Venom | Dealer Alchemist,418 2nd Street South,Waite Park,MN,56387,45.548983,-94.222788,320-253-2581,tomf@stcloudtoyota.com,new,96,10,106,102,Toyota,102,RAV4 | Tacoma | Camry | Tundra | Corolla Cross,23 | 16 | 12 | 10 | 6,1,15,2026-01-30
100000047,1123671,1042580,1309725,11018430,mercedes-benz of anaheim,franchise,mercedesbenzofanaheim.com,Dealer Inspire,5395 East La Palma Avenue,Anaheim,CA,92807,33.860369,-117.798647,714-777-1900,,new,179,14,193,193,Mercedes-Benz,193,GLC | GLE | GLS | C-Class Sedan | E-Class,36 | 30 | 26 | 15 | 13,1,18,2026-01-30
100000048,1149675,1045238,1309825,1038395,bedard bros. volvo cars,franchise,bedardbrothersvolvocars.com,Dealer.com,395 South State Road,Cheshire,MA,01225,42.551643,-73.162849,413-743-0014 | 413-579-8238,sbedard@bedardbros.net,new,9,1,10,10,Volvo,10,XC60 | XC90,7 | 3,1,2,2026-01-30
100000049,1124179,1042996,1309833,1013667,mercedes-benz of newton,franchise,mbofnewton.com,Dealer Inspire,92 Hampton House Road,Newton,NJ,07860,41.087878,-74.73027,877-870-6109 | 973-383-8300,keith@mbofnewton.com,new,32,1,33,33,Mercedes-Benz,33,GLE | GLC | GLE Coupe | GLA | GLB,8 | 7 | 4 | 2 | 2,1,12,2026-01-30
100000050,1126477,1047871,1309899,1010636,mercedes-benz of clearwater,franchise,mbofclearwater.com,Dealer Inspire,19820 US Highway 19 North,Clearwater,FL,33764,27.952439,-82.730801,727-275-7733,jgood@lokeyautos.com,new,125,31,156,281,Mercedes-Benz,281,GLE | GLS | GLC | C-Class Sedan | GLE Coupe,69 | 40 | 35 | 18 | 18,1,18,2026-01-30
100000051,1109851,1033250,1309938,1017547,sierra volkswagen,franchise,sierravw.com,Dealer.com,510 East Norris Drive,Ottawa,IL,61350,41.357047,-88.835225,815-431-2545 | 815-205-0487,SierraBusiness@billwalsh.com,new,13,0,13,13,Volkswagen,13,Tiguan | Atlas | Atlas Cross Sport | Jetta,5 | 3 | 3 | 2,1,4,2026-01-30
100000052,1191245,286039,1309973,1018046,darling's chrysler dodge ram augusta,franchise,darlingschryslerdodgeaugusta.com,Team Velocity,439 Western Avenue,Augusta,ME,04330,44.320347,-69.819354,207-489-6238 | 207-707-6151,,new,11,0,11,12,RAM | Dodge,11 | 1,Ram 2500 Pickup | Ram 1500 Pickup | Durango,6 | 4 | 1,2,3,2026-01-30
100000053,1115474,1041638,1311002,1004411,mercedes-benz of louisville,franchise,mblouisville.com,Dealer.com,2520 Terra Crossing Boulevard,Louisville,KY,40245,38.274837,-85.498987,502-896-4411 | 502-443-0199,irosen@mblouisville.com,new,116,12,128,239,Mercedes-Benz,239,Sprinter Cargo Van | GLE | GLC | GLS | G-Class,74 | 33 | 31 | 18 | 15,1,18,2026-01-30
100000054,1127441,1051973 | 128062,1311021,1015679,mercedes-benz at long of chattanooga,franchise,mercedesbenzatlong.com,AutoWall,6039 International Drive,Chattanooga,TN,37421,35.059736,-85.190781,423-855-3726,,new,58,0,58,60,Mercedes-Benz,60,GLE | GLC | GLS | GLB | E-Class,18 | 15 | 11 | 7 | 4,1,8,2026-01-30
100000055,1158655,1053928,1311118,1017094,mercedes-benz of new london,franchise,mercedesct.com,Dealer.com,488 Colman Street,New London,CT,06320,41.362401,-72.117315,833-612-5236 | 860-447-3361,jwinful@mercedesct.com,new,14,0,14,15,Mercedes-Benz,15,GLC | CLE | GLC Coupe | E-Class | GLA,4 | 2 | 2 | 1 | 1,1,9,2026-01-30
100000056,1113523,1032480,1311132,1095976,jaffarian volvo cars,franchise,jaffarianvolvocars.com,Dealer.com,600 River Street,Haverhill,MA,01832,42.764935,-71.105021,800-352-8551,inquiries@jaffarian.com,new,22,4,26,23,Volvo,23,XC90 | XC60 | EX30 | XC40 | V60 Cross Country,12 | 5 | 3 | 2 | 1,1,5,2026-01-30
100000057,1123845,575691,1311258,1004765,hennessy lexus of gwinnett,franchise,lexusgwinnett.com,Dealer.com,3383 Satellite Boulevard,Duluth,GA,30096,33.965275,-84.129166,678-801-8614,hugh@hennessylexus.com,new,194,39,233,386,Lexus,386,RX Hybrid | RX | TX | ES | NX,77 | 66 | 55 | 44 | 39,1,19,2026-01-30
100000058,1084184,1051533,1311564,1029872,mercedes-benz of richmond,franchise,mbofrichmond.com,Dealer Inspire,8225 West Broad Street,Richmond,VA,23294,37.630672,-77.537315,804-587-6128,Keith.Reddy@MBofRichmond.com,new,87,11,98,91,Mercedes-Benz,91,GLE | GLC | GLS | E-Class | CLE,23 | 14 | 13 | 6 | 4,1,18,2026-01-30
100000059,1126188,1035573,1311607,1011864,lia honda of albany,franchise,liahondaofalbany.com,Team Velocity,1258 Central Avenue,Albany,NY,12205,42.697538,-73.812406,518-213-2494,mfoote@liacars.com,new,85,30,115,346,Honda,346,CR-V | HR-V | Pilot | Civic | Accord,126 | 52 | 36 | 27 | 25,1,10,2026-01-30
100000060,1188731,1033116,1311698,11026041,kia of north plainfield,franchise,globalkiaofnorthplainfield.com,Dealer.com,1099 U.S. 22,North Plainfield,NJ,07060,40.616335,-74.455036,908-757-4000 | 908-360-5820,erubino@globalauto22.com,new,59,10,69,61,Kia,61,Sportage | K4 | Carnival | Telluride | K5,13 | 12 | 9 | 8 | 7,1,9,2026-01-30
100000061,1128225,1045769,1312270,11034976,mercedes-benz of kansas city south,franchise,mbkcsouth.com,Dealer Inspire,13851 Madison Avenue,Kansas City,MO,64145,38.876352,-94.60461,816-540-1002,,new,28,4,32,31,Mercedes-Benz,31,GLE | GLC | GLS | CLE | GLE Coupe,9 | 8 | 3 | 2 | 2,1,11,2026-01-30
100000062,1173033,1036188,1312306,1028547,land rover of sacramento,franchise,saclandrover.niello.com,Dealer.com,3210 Auburn Boulevard,Sacramento,CA,95821,38.634242,-121.388914,916-283-7227,info@landroversacramento.com,new,64,12,76,140,Land Rover,140,Defender | Range Rover Sport | Range Rover | Range Rover Velar | Discovery,56 | 31 | 26 | 14 | 9,1,6,2026-01-30
100000063,1123916,1043867,1312357,1011044,mercedes-benz of fort lauderdale,franchise,mercedesfla.com,Dealer.com,2411 South Federal Highway,Fort Lauderdale,FL,33316,26.092276,-80.136686,844-205-5789,,new,18,67,85,439,Mercedes-Benz,439,GLC | GLE | C-Class Sedan | GLS | GLE Coupe,69 | 69 | 63 | 29 | 27,1,17,2026-01-30
100000064,1123916,1043867,1312357,1014448,mercedes-benz of fort lauderdale,franchise,mercedesbenzfortlauderdale.com,Dealer.com,2411 South Federal Highway,Fort Lauderdale,FL,33316,26.092276,-80.136686,855-200-7691,dramosherbalhom4@gmail.com,new,15,70,85,471,Mercedes-Benz,471,GLC | GLE | C-Class Sedan | CLE | GLE Coupe,69 | 68 | 61 | 35 | 31,1,19,2026-01-30
100000065,1125838,1037305,1312546,1009661,tuttle click hyundai,franchise,tuttleclickhyundai.com,Dealer.com,38 Auto Center Drive,Irvine,CA,92618,33.634183,-117.723363,949-598-2708 | 949-598-2700,bmorrison@tuttleclick.com | accessibility@hmausa.com,new,51,11,62,54,Hyundai,54,Tucson | Palisade | Santa Fe | IONIQ 5 | Kona,13 | 12 | 7 | 6 | 4,1,11,2026-01-30
100000066,1125838,1043790 | 757985,1312546,1015119,tuttle-click ford irvine,franchise,tuttleclick.com,Dealer.com,38 Auto Center Drive,Irvine,CA,92618,33.634183,-117.723363,949-267-3258,,new,95,73,168,358,Ford | Mazda | Jeep | Lincoln | Hyundai,162 | 63 | 62 | 27 | 20,F-150 | Wrangler 4-Door | Maverick | Bronco 4-Door | CX-50,32 | 25 | 22 | 19 | 19,8,52,2026-01-30
100000067,1114928,1053694,1312721,1009324,c. harper ford,franchise,charperford.com,DealerOn,100 Harper Drive,Belle Vernon,PA,15012,40.163004,-79.785455,724-617-5332 | 724-797-9726,jmorgan@charper.com,new,32,1,33,38,Ford,38,F-150 | Explorer | F-250 Super Duty | Maverick | Transit Van,13 | 4 | 4 | 4 | 4,1,12,2026-01-30
100000068,1114928,289172,1312721,11041728,c. harper kia,franchise,charperkia.com,DealerOn,100 Harper Drive,Belle Vernon,PA,15012,40.163004,-79.785455,234-328-3064,,new,30,5,35,30,Kia,30,Sportage | Telluride | K4 | Soul | Seltos,7 | 6 | 5 | 4 | 3,1,7,2026-01-30
100000069,1112316,1049272,1312958,1049648,mercedes-benz of albuquerque,franchise,mercedesabq.com,Dealer Inspire,8920 Pan American Freeway Northeast,Albuquerque,NM,87113,35.186848,-106.579493,505-821-4000,tbohlman@audiabq.com,new,28,1,29,30,Mercedes-Benz,30,GLA | GLC | Sprinter Cargo Van | GLC Coupe | GLE,5 | 5 | 5 | 3 | 3,1,11,2026-01-30
100000070,1152938,120096,1313126,1000422,mercedes-benz of buffalo,franchise,mercedesbenzbuffalo.com,Dealer Inspire,8185 Main Street,Williamsville,NY,14221,42.964762,-78.689048,716-817-6567 | 716-265-4953,rlamastra@mercedesbenzbuffalo.com,new,41,1,42,42,Mercedes-Benz,42,GLC | GLE | E-Class | G-Class | GLE Coupe,21 | 5 | 4 | 2 | 2,1,8,2026-01-30
100000071,1112515,1036683,1313212,11037756,fred beans mazda of mechanicsburg,franchise,fredbeansmazdamechanicsburg.com,Dealer.com,6115 Carlisle Pike,Mechanicsburg,PA,17050,40.244818,-76.994862,717-620-5035,,new,31,8,39,79,Mazda,79,CX-5 | CX-50 | CX-30 | Mazda3 | CX-90,27 | 16 | 11 | 10 | 9,1,7,2026-01-30
100000072,1196097,1036080 | 1022547,1313219,1011660,volvo cars of princeton | volvo cars princeton,franchise,volvocarsprinceton.com,Team Velocity | Dealer.com,2931 Brunswick Pike,Lawrence Township,NJ,08648,40.274103,-74.708378,609-882-0600 | 609-793-9289,yosefc@volvocountry.com,new,271,38,309,278,Volvo,278,XC90 | XC60 | XC40 | S90 | EX90,165 | 64 | 24 | 8 | 6,1,10,2026-01-30
100000073,1158507,1045051,1313489,1016748,larry h. miller toyota peoria,franchise,larrymillertoyota.com,Dealer.com,8633 West Bell Road,Peoria,AZ,85382,33.636923,-112.244176,602-910-4763,ada.pnx@lhmauto.com,new,417,36,453,423,Toyota,423,RAV4 | Camry | Tacoma | Tundra | Corolla,104 | 73 | 58 | 51 | 31,1,18,2026-01-30
100000074,1121243,1036085,1313582,1018087,serra toyota of saginaw,franchise,serratoyotasaginaw.com,Dealer Inspire,4320 Bay Road,Saginaw,MI,48603,43.469785,-83.974178,989-790-2929,tessa.findlay@serrasaginaw.com,new,110,8,118,118,Toyota,118,RAV4 | Grand Highlander | Camry | Tacoma | Tundra,32 | 14 | 13 | 13 | 10,1,16,2026-01-30
