canonical_dealer_id,mc_dealer_id,mc_rooftop_id,mc_location_id,mc_website_id,seller_name,dealer_type,source,website_provider,street,city,state,zip,latitude,longitude,seller_phone,seller_email,inventory_type,confirmed_sales,potential_sales,total_sales,active_inventory,top_5_makes,top_5_make_inventory,top_5_models,top_5_model_inventory,unique_makes_count,unique_models_count,last_updated
100000011,1162115,1043765 | 75971,1303689,1045911,mercedes-benz of west chester,franchise,westchesterbenz.com,Fox Dealer,5897 Muhlhauser Road,West Chester Township,OH,45069,39.319607,-84.429247,513-870-1000 | 513-450-9450,bgribble@westchesterbenz.com,new,26,30,56,85,Mercedes-Benz,85,GLE | GLS | GLC | GLE Coupe | E-Class,21 | 13 | 11 | 9 | 6,1,16,2026-02-10
100000012,1148747,1047384,1303709,1009875,mercedes-benz of fort myers,franchise,mercedesoffortmyers.com,Dealer.com,15461 South Tamiami Trail,Fort Myers,FL,33908,26.518705,-81.866217,855-835-1871,sales@mercedesmyers.edealerhub.com,new,58,12,70,70,Mercedes-Benz,70,GLC | GLE | C-Class Sedan | GLE Coupe | CLE,17 | 16 | 7 | 5 | 4,1,16,2026-02-10
100000014,1156536,1047880,1303815,1082147,"appel ford, inc.",franchise,appelford.com,Jazel Auto | Team Velocity,1820 Highway 290 West,Brenham,TX,77833,30.147351,-96.405977,979-353-0816 | 979-366-3455,fcrawford@appelford.com,new,55,16,71,75,Ford,75,F-150 | Escape | F-350 Super Duty | Maverick | Expedition,26 | 6 | 6 | 6 | 5,1,15,2026-02-10
100000015,1160875,1042957,1303936,1001412,mercedes-benz of san francisco,franchise,sfbenz.com,Dealer.com,2233 Gellert Boulevard,South San Francisco,CA,94080,37.649013,-122.452806,415-673-2000,katrina.grey@sfbenz.com,new,68,8,76,78,Mercedes-Benz,78,GLC | GLE | C-Class Sedan | G-Class | GLB,17 | 10 | 8 | 8 | 6,1,15,2026-02-10
100000016,1160875,1042957,1303936,1104423,mercedes-benz of san francisco,franchise,express.sfbenz.com,Roadster,2233 Gellert Boulevard,South San Francisco,CA,94080,37.649013,-122.452806,415-673-2000,,new,38,5,43,47,Mercedes-Benz,47,GLC | GLE | E-Class | GLE Coupe | C-Class Sedan,12 | 6 | 4 | 4 | 3,1,15,2026-02-10
100000018,1120037,938405,1304684,1039272,mercedes-benz of plano,franchise,mbplano.com,Dealer.com | Dealer Inspire,6455 Dallas Parkway,Plano,TX,75024,33.061276,-96.829573,972-599-0909 | 214-390-4092,jconroy@mbplano.com,new,156,6,162,166,Mercedes-Benz,166,GLE | GLC | Sprinter Cargo Van | GLE Coupe | GLB,34 | 27 | 14 | 12 | 9,1,15,2026-02-10
100000019,1120699,1052391,1304713,11044539,south dayton toyota (formerly walker toyota),franchise,southdaytontoyota.com,Dealer Inspire,8457 North Springboro Pike,Miamisburg,OH,45342,39.627315,-84.227139,937-433-4950,,new,113,20,133,149,Toyota,149,RAV4 | Camry | Tundra | Corolla | Grand Highlander,36 | 22 | 17 | 11 | 11,1,16,2026-02-10
100000020,1156413,1054183,1304938,1020750,mercedes-benz of huntington,franchise,mbhuntington.com,Dealer Inspire,1103 East Jericho Turnpike,Huntington,NY,11743,40.835121,-73.366733,631-486-0158,bsheikh@mbhuntington.com,new,42,17,59,59,Mercedes-Benz,59,GLE | GLC | GLS | CLE | GLB,13 | 11 | 7 | 6 | 5,1,15,2026-02-10
100000021,1155428,1048604,1305189,1038267,mercedes-benz of fort walton beach,franchise,mercedesbenzfwb.com,Dealer Inspire,1000 Beal Parkway Northwest,Fort Walton Beach,FL,32547,30.454397,-86.639804,850-863-8369,rvillarreal@mbfwb.com,new,23,1,24,24,Mercedes-Benz,24,GLE | GLC | GLE Coupe | G-Class | C-Class Sedan,9 | 4 | 3 | 2 | 1,1,9,2026-02-10
100000022,1193786,1041612,1305647,1029003,herzog-meier volvo cars,franchise,beavertonvolvocars.com,Dealer Inspire,4180 Southwest 141st Avenue,Beaverton,OR,97005,45.489379,-122.821338,503-644-9121 | 503-647-6270,enrique.ojeda@herzogmeier.com,new,57,5,62,65,Volvo,65,XC60 | XC90 | XC40 | EX30 | C40,25 | 22 | 12 | 3 | 1,1,7,2026-02-10
100000023,1155272,1042959,1305807,1000838,mercedes-benz of silver spring,franchise,mercedesbenzsilverspring.net,Dealer.com,3301 Briggs Chaney Road,Silver Spring,MD,20904,39.077283,-76.944411,240-293-2421,ssmb@leads.mileone.com,new,53,26,79,189,Mercedes-Benz,189,GLE | GLC | GLE Coupe | E-Class | CLE,38 | 29 | 22 | 12 | 9,1,17,2026-02-10
100000024,1149159,1050974,1306464,1002014,mercedes-benz of shrewsbury,franchise,wagnermercedesofshrewsbury.com,Dealer.com,760 Boston Turnpike,Shrewsbury,MA,01545,42.276902,-71.694496,508-581-5626 | 508-581-5600,mcabot@wagnermotors.com,new,14,1,15,16,Mercedes-Benz,16,GLC | GLE | GLE Coupe | C-Class Sedan | GLB,6 | 4 | 2 | 1 | 1,1,7,2026-02-10
100000025,1120385,1054562,1306465,1002429,mercedes-benz of salem,franchise,mercedesofsalem.com,DealerOn,2405 Commercial Street Southeast,Salem,OR,97302,44.917939,-123.045548,503-585-1231,octavio@skylineforddirect.com,new,9,0,9,9,Mercedes-Benz,9,GLC | G-Class | GLB | GLE | GLE Coupe,3 | 1 | 1 | 1 | 1,1,6,2026-02-10
100000027,1122104,1046395,1306723,11028028,mercedes-benz of kalamazoo,franchise,mercedesbenzofkalamazoo.com,DealerOn,543 West Michigan Avenue,Kalamazoo,MI,49007,42.291077,-85.590712,248-900-4770,jfetkenhier@lafontaine.com,new,8,0,8,8,Mercedes-Benz,8,GLC | GLA | CLE | GLE Coupe | Sprinter Cargo Van,3 | 2 | 1 | 1 | 1,1,5,2026-02-10
100000028,1125661,1042806,1306862,1016145,mercedes-benz of latham,franchise,keelermercedesbenz.com,Roadster,1111 Troy-Schenectady Road,Latham,NY,12110,42.76745,-73.814261,518-785-4197,koneill@keeler.com,new,4,1,5,5,Mercedes-Benz,5,GLC | GLE | GLE Coupe,3 | 1 | 1,1,3,2026-02-10
100000029,1125661,1042806,1306862,11037243,mercedes-benz of latham,franchise,mboflatham.com,Dealer.com,1111 Troy-Schenectady Road,Latham,NY,12110,42.76745,-73.814261,518-785-4197 | 518-586-5716,koneill@keeler.com,new,16,1,17,18,Mercedes-Benz,18,GLE | GLA | GLS | E-Class | GLC,7 | 2 | 2 | 1 | 1,1,7,2026-02-10
100000030,1124349,1017512 | 882173,1307264,11028869,gregg young chevrolet gmc of columbus | gregg young chevrolet buick gmc of columbus,franchise,greggyoungchevygmccolumbus.com,Dealer Inspire | Overfuel,615 23rd Street East,Columbus,NE,68601,41.437543,-97.319066,402-835-4342,,new,18,45,63,178,Chevrolet | GMC,139 | 39,Silverado 1500 | Silverado 2500HD | Equinox | Traverse | Trax,30 | 23 | 20 | 16 | 15,2,25,2026-02-10
100000031,1195164,1047694,1307274,1016415,st. charles hyundai,franchise,stcharleshyundai.com,Dealer Inspire,5701 Veterans Memorial Parkway,St. Peters,MO,63376,38.797349,-90.600954,636-441-4481 | 636-263-8335,kevin.maherjr@stcharlesauto.com,new,98,33,131,137,Hyundai,137,Tucson | Santa Fe | Palisade | Elantra | Kona,46 | 29 | 28 | 10 | 9,1,9,2026-02-10
100000032,1117997,1054390,1307288,1020850,mercedes-benz of hampton,franchise,mercedesbenzofhampton.com,Dealer Inspire,2712 Neil Armstrong Parkway,Hampton,VA,23666,37.061983,-76.400421,757-504-3785 | 757-704-2123,isaunders@millsautogroup.com,new,4,7,11,27,Mercedes-Benz,27,GLC | GLE | C-Class Sedan | E-Class | GLB,6 | 4 | 2 | 2 | 2,1,13,2026-02-10
100000033,1097364,1048384,1307317,1008536,bill walsh ford-lincoln,franchise,billwalshford.net,Dealer.com,2900 Columbus Street,Ottawa,IL,61350,41.372601,-88.833053,815-434-4959 | 815-317-4386,jabernathy@billwalsh.com,new,10,3,13,14,Ford,14,Explorer | F-150 | Maverick | Ranger | Bronco 4-Door,3 | 3 | 2 | 2 | 1,1,8,2026-02-10
100000034,1113962,735617,1307331,11038725,demaagd gmc nissan,franchise,demaagdnissan.net,Dealer.com,333 West Dickman Road,Battle Creek,MI,49037,42.318326,-85.194869,269-963-5538,demaagd@aol.com,new,13,0,13,13,Nissan,13,Rogue | Kicks | Frontier | Murano | Pathfinder,6 | 2 | 1 | 1 | 1,1,7,2026-02-10
100000035,1191057,1051427,1307681,1095489,mercedes-benz of milwaukee north,franchise,mbofmilwaukeenorth.com,DealerOn,1400 West Silver Spring Drive,Glendale,WI,53209,43.119546,-87.928106,414-290-1443 | 866-765-1143,ahmad@umanskymotorcars.com,new,16,4,20,22,Mercedes-Benz | BMW,18 | 4,GLC | GLE | GLS | X3 | 3 Series,5 | 3 | 3 | 3 | 1,2,9,2026-02-10
100000036,1188084,622187,1307899,11034730,audi parker,franchise,audiparker.com,,18455 Ponderosa Drive,Parker,CO,80134,39.540909,-104.775728,303-738-4877 | 720-283-5157,dthorne@mcdonaldautomotive.com,new,41,20,61,96,Audi,96,Q7 | New Q5 | Q8 | Q6 e-tron | New Q5 Sportback,28 | 16 | 15 | 5 | 4,1,20,2026-02-10
100000037,1156417,1045934,1308053,1020730,mercedes-benz of henderson,franchise,mbofhenderson.com,Dealer Inspire,925 Auto Show Drive,Henderson,NV,89014,36.044331,-115.024055,702-485-3000,,new,54,13,67,68,Mercedes-Benz,68,GLC | GLE | GLB | GLE Coupe | G-Class,27 | 10 | 7 | 4 | 3,1,15,2026-02-10
100000038,1124897,1044490,1308175,1006889,mercedes-benz of naperville,franchise,mbofnaperville.com,Dealer.com,1569 West Ogden Avenue,Naperville,IL,60540,41.768054,-88.187706,888-304-1759,andinoj2@autonation.com,new,52,77,129,269,Mercedes-Benz,269,GLC | GLE | GLC Coupe | E-Class | G-Class,66 | 29 | 20 | 19 | 15,1,19,2026-02-10
100000039,1112447,544693,1308371,1017346,mercedes-benz of macon,franchise,mercedesbenzofmacon.com,Dealer.com,4781 Riverside Drive,Macon,GA,31210,32.922003,-83.708829,478-250-8386,jstewart@jacksonautomotive.com,new,22,3,25,26,Mercedes-Benz,26,GLE | GLE Coupe | GLS | G-Class | GLC,8 | 5 | 4 | 2 | 2,1,9,2026-02-10
100000040,1163143,646340,1308835,11040531,volvo cars of ft. myers,franchise,volvocarsfortmyers.com,Dealer.com,2600 Colonial Boulevard,Fort Myers,FL,33907,26.596313,-81.85911,239-313-4400,sales@volvooffortmyers.edealerhub.com,new,13,7,20,21,Volvo,21,XC60 | XC90 | XC40 | EX30 | V60 Cross Country,9 | 8 | 2 | 1 | 1,1,5,2026-02-10
100000041,1125478,1036723,1308956,11027147,coggin honda de orlando,franchise,carroshonda.com,Dealer.com,11051 South Orange Blossom Trail,Orlando,FL,32837,28.406447,-81.403428,407-917-7433,privacy@asburyauto.com,new,116,21,137,137,Honda,137,CR-V | Civic | Pilot | HR-V | Civic Hatchback,42 | 30 | 22 | 13 | 8,1,10,2026-02-10
100000042,1162623,1050208,1309234,1059447,mercedes-benz of the woodlands,franchise,mbotw.com,Dealer Inspire,16917 Interstate 45,The Woodlands,TX,77385,30.210659,-95.455138,936-206-7500,fgallucci@mbotw.com,new,116,20,136,141,Mercedes-Benz,141,GLC | GLE | GLE Coupe | GLS | Sprinter Passenger Van,19 | 19 | 15 | 13 | 10,1,18,2026-02-10
100000043,1111636,1046770,1309236,1009695,mercedes-benz of gainesville,franchise,mbofgainesville.com,Dealer Inspire,4000 North Main Street,Gainesville,FL,32609,29.689524,-82.320177,352-663-1441 | 352-677-2342,jwolfson@mbofgainesville.com,new,33,5,38,41,Mercedes-Benz,41,CLE | GLE | GLS | G-Class | GLC,6 | 6 | 4 | 3 | 3,1,16,2026-02-10
100000044,1149668,1053915,1309268,1016319,mercedes-benz of mishawaka,franchise,gurleyleepmercedes.com,Dealer Inspire | Team Velocity,4004 Grape Road,Mishawaka,IN,46545,41.696239,-86.186539,574-254-7130 | 574-475-8043,smiller@gurleyleep.com,new,8,1,9,8,Mercedes-Benz,8,GLS | GLE | S-Class | GLE Coupe,3 | 2 | 2 | 1,1,4,2026-02-10
100000045,1196620,1031403,1309409,1018154,szott toyota,franchise,szottm59toyota.com,Dealer.com,4178 Highland Road,Waterford Township,MI,48328,42.651523,-83.367503,248-453-1262,mmechigian@szottauto.com,new,130,28,158,161,Toyota,161,RAV4 | Camry | Grand Highlander | Tacoma | Tundra,31 | 30 | 21 | 19 | 19,1,16,2026-02-10
100000046,1124215,999963 | 1022398,1309616,1013522,st. cloud toyota,franchise,stcloudtoyota.com,Dealer Venom,418 2nd Street South,Waite Park,MN,56387,45.548983,-94.222788,320-253-2581,tomf@stcloudtoyota.com,new,115,27,142,146,Toyota,146,RAV4 | Camry | Tacoma | Tundra | Corolla Cross,54 | 16 | 16 | 11 | 10,1,16,2026-02-10
100000047,1123671,1042580,1309725,11018430,mercedes-benz of anaheim,franchise,mercedesbenzofanaheim.com,Dealer Inspire,5395 East La Palma Avenue,Anaheim,CA,92807,33.860369,-117.798647,714-777-1900,,new,134,20,154,171,Mercedes-Benz,171,GLC | GLE | C-Class Sedan | G-Class | GLS,27 | 22 | 21 | 17 | 15,1,19,2026-02-10
100000048,1149675,1045238,1309825,1038395,bedard bros. volvo cars,franchise,bedardbrothersvolvocars.com,Dealer.com,395 South State Road,Cheshire,MA,01225,42.551643,-73.162849,413-743-0014,sbedard@bedardbros.net,new,5,1,6,6,Volvo,6,XC90 | XC40 | XC60,3 | 2 | 1,1,3,2026-02-10
100000049,1124179,1042996,1309833,1013667,mercedes-benz of newton,franchise,mbofnewton.com,Dealer Inspire,92 Hampton House Road,Newton,NJ,07860,41.087878,-74.73027,877-870-6109 | 973-383-8300,keith@mbofnewton.com,new,24,1,25,26,Mercedes-Benz,26,GLC | GLE | Sprinter Cargo Van | GLS | E-Class,8 | 4 | 4 | 3 | 2,1,9,2026-02-10
100000050,1126477,1047871,1309899,1010636,mercedes-benz of clearwater,franchise,mbofclearwater.com,Dealer Inspire,19820 US Highway 19 North,Clearwater,FL,33764,27.952439,-82.730801,727-275-7733,jgood@lokeyautos.com,new,85,41,126,187,Mercedes-Benz,187,GLE | GLC | GLS | GLE Coupe | C-Class Sedan,40 | 26 | 24 | 18 | 14,1,19,2026-02-10
100000051,1109851,1033250,1309938,1017547,sierra volkswagen,franchise,sierravw.com,Dealer.com,510 East Norris Drive,Ottawa,IL,61350,41.357047,-88.835225,815-431-2545,SierraBusiness@billwalsh.com,new,8,1,9,9,Volkswagen,9,Tiguan | Atlas | Taos | Atlas Cross Sport | Jetta,3 | 2 | 2 | 1 | 1,1,5,2026-02-10
100000052,1191245,286039,1309973,1018046,darling's chrysler dodge ram augusta,franchise,darlingschryslerdodgeaugusta.com,Team Velocity,439 Western Avenue,Augusta,ME,04330,44.320347,-69.819354,207-489-6238 | 207-707-6151,,new,6,2,8,8,RAM | Dodge,7 | 1,Ram 2500 Pickup | Durango,5 | 1,2,2,2026-02-10
100000053,1115474,1041638,1311002,1004411,mercedes-benz of louisville,franchise,mblouisville.com,Dealer.com,2520 Terra Crossing Boulevard,Louisville,KY,40245,38.274837,-85.498987,502-896-4411 | 502-443-0199,irosen@mblouisville.com,new,82,24,106,186,Mercedes-Benz,186,Sprinter Cargo Van | GLE | GLE Coupe | GLC | GLS,58 | 26 | 16 | 13 | 12,1,19,2026-02-10
100000054,1127441,1051973,1311021,1015679,mercedes-benz at long of chattanooga,franchise,mercedesbenzatlong.com,AutoWall,6039 International Drive,Chattanooga,TN,37421,35.059736,-85.190781,423-855-3726,,new,16,3,19,21,Mercedes-Benz,21,GLE | GLS | C-Class Sedan | E-Class | G-Class,6 | 3 | 2 | 2 | 2,1,10,2026-02-10
100000055,1158655,1053928,1311118,1017094,mercedes-benz of new london,franchise,mercedesct.com,Dealer.com,488 Colman Street,New London,CT,06320,41.362401,-72.117315,833-612-5236 | 860-447-3361,jwinful@mercedesct.com,new,71,5,76,78,Mercedes-Benz,78,GLC | GLE | GLB | Sprinter Cargo Van | C-Class Sedan,12 | 9 | 8 | 8 | 7,1,18,2026-02-10
100000056,1113523,1032480,1311132,1095976,jaffarian volvo cars,franchise,jaffarianvolvocars.com,Dealer.com,600 River Street,Haverhill,MA,01832,42.764935,-71.105021,800-352-8551,inquiries@jaffarian.com,new,13,0,13,13,Volvo,13,XC90 | XC40 | XC60,5 | 4 | 4,1,3,2026-02-10
100000057,1123845,575691,1311258,1004765,hennessy lexus of gwinnett,franchise,lexusgwinnett.com,Dealer.com,3383 Satellite Boulevard,Duluth,GA,30096,33.965275,-84.129166,678-801-8614,hugh@hennessylexus.com,new,138,57,195,371,Lexus,371,RX | TX | RX Hybrid | NX | ES,94 | 60 | 43 | 42 | 28,1,17,2026-02-10
100000058,1084184,1051533 | 163781,1311564,1029872,mercedes-benz of richmond,franchise,mbofrichmond.com,Dealer Inspire,8225 West Broad Street,Richmond,VA,23294,37.630672,-77.537315,804-587-6128,Keith.Reddy@MBofRichmond.com,new,60,9,69,74,Mercedes-Benz,74,GLE | GLC | GLS | E-Class | GLE Coupe,19 | 14 | 6 | 5 | 5,1,17,2026-02-10
100000059,1126188,1035573,1311607,1011864,lia honda of albany,franchise,liahondaofalbany.com,Team Velocity,1258 Central Avenue,Albany,NY,12205,42.697538,-73.812406,518-213-2494,mfoote@liacars.com,new,84,68,152,384,Honda,384,CR-V | HR-V | Civic | Pilot | Ridgeline,136 | 74 | 38 | 33 | 25,1,10,2026-02-10
100000060,1188731,1033116,1311698,11026041,kia of north plainfield,franchise,globalkiaofnorthplainfield.com,Dealer.com,1099 U.S. 22,North Plainfield,NJ,07060,40.616335,-74.455036,908-757-4000 | 908-360-5820,erubino@globalauto22.com,new,45,9,54,57,Kia,57,Telluride | Sportage | K5 | Carnival | K4,15 | 10 | 9 | 8 | 7,1,9,2026-02-10
100000061,1128225,1045769,1312270,11034976,mercedes-benz of kansas city south,franchise,mbkcsouth.com,Dealer Inspire,13851 Madison Avenue,Kansas City,MO,64145,38.876352,-94.60461,816-540-1002,,new,27,9,36,43,Mercedes-Benz,43,GLE | GLB | GLC | GLS | Sprinter Cargo Van,9 | 6 | 6 | 4 | 4,1,12,2026-02-10
100000062,1173033,1036188,1312306,1028547,land rover of sacramento,franchise,saclandrover.niello.com,Dealer.com,3210 Auburn Boulevard,Sacramento,CA,95821,38.634242,-121.388914,916-283-7227,info@landroversacramento.com,new,21,7,28,55,Land Rover,55,Range Rover | Range Rover Sport | Defender | Discovery | Range Rover Velar,22 | 21 | 8 | 2 | 2,1,5,2026-02-10
100000063,1123916,1043867,1312357,1011044,mercedes-benz of fort lauderdale,franchise,mercedesfla.com,Dealer.com,2411 South Federal Highway,Fort Lauderdale,FL,33316,26.092276,-80.136686,844-205-5789,,new,18,77,95,363,Mercedes-Benz,363,GLC | GLE | CLE | GLE Coupe | GLA,56 | 51 | 32 | 29 | 24,1,19,2026-02-10
100000064,1123916,1043867,1312357,1014448,mercedes-benz of fort lauderdale,franchise,mercedesbenzfortlauderdale.com,Dealer.com,2411 South Federal Highway,Fort Lauderdale,FL,33316,26.092276,-80.136686,855-200-7691,dramosherbalhom4@gmail.com,new,21,69,90,411,Mercedes-Benz,411,GLE | GLC | CLE | C-Class Sedan | GLE Coupe,58 | 53 | 40 | 24 | 22,1,20,2026-02-10
100000065,1125838,1037305,1312546,1009661,tuttle click hyundai,franchise,tuttleclickhyundai.com,Dealer.com,38 Auto Center Drive,Irvine,CA,92618,33.634183,-117.723363,949-598-2708 | 949-598-2700,bmorrison@tuttleclick.com | accessibility@hmausa.com,new,54,3,57,62,Hyundai,62,Tucson | Santa Fe | Kona | Palisade | Elantra,15 | 10 | 7 | 7 | 6,1,10,2026-02-10
100000066,1125838,1043790,1312546,1015119,tuttle-click ford irvine,franchise,tuttleclick.com,Dealer.com,38 Auto Center Drive,Irvine,CA,92618,33.634183,-117.723363,949-267-3258,,new,65,54,119,301,Ford | Mazda | Jeep | RAM | Lincoln,153 | 48 | 40 | 27 | 14,Wrangler 4-Door | F-150 | Ram 1500 Pickup | Bronco 4-Door | Explorer,24 | 23 | 20 | 19 | 19,8,45,2026-02-10
100000067,1114928,1053694,1312721,1009324,c. harper ford,franchise,charperford.com,DealerOn,100 Harper Drive,Belle Vernon,PA,15012,40.163004,-79.785455,724-617-5332 | 724-797-9726,jmorgan@charper.com,new,33,12,45,54,Ford,54,F-150 | Transit Van | Escape | F-250 Super Duty | Maverick,13 | 10 | 5 | 5 | 4,1,15,2026-02-10
100000068,1114928,289172,1312721,11041728,c. harper kia,franchise,charperkia.com,DealerOn,100 Harper Drive,Belle Vernon,PA,15012,40.163004,-79.785455,234-328-3064,,new,42,2,44,45,Kia,45,K4 | Telluride | Seltos | Sorento | Carnival,12 | 11 | 8 | 5 | 2,1,9,2026-02-10
100000069,1112316,1049272,1312958,1049648,mercedes-benz of albuquerque,franchise,mercedesabq.com,Dealer Inspire,8920 Pan American Freeway Northeast,Albuquerque,NM,87113,35.186848,-106.579493,505-821-4000,tbohlman@audiabq.com,new,28,9,37,37,Mercedes-Benz,37,GLE | GLC | CLA | GLB | Sprinter Cargo Van,9 | 8 | 6 | 4 | 3,1,9,2026-02-10
100000070,1152938,120096 | 181073,1313126,1000422,mercedes-benz of buffalo,franchise,mercedesbenzbuffalo.com,Dealer Inspire,8185 Main Street,Williamsville,NY,14221,42.964762,-78.689048,716-817-6567 | 716-265-4953,rlamastra@mercedesbenzbuffalo.com,new,31,8,39,41,Mercedes-Benz,41,GLC | GLE | GLA | E-Class | GLE Coupe,11 | 5 | 4 | 3 | 2,1,12,2026-02-10
100000071,1112515,1036683,1313212,11037756,fred beans mazda of mechanicsburg,franchise,fredbeansmazdamechanicsburg.com,Dealer.com,6115 Carlisle Pike,Mechanicsburg,PA,17050,40.244818,-76.994862,717-620-5035,,new,27,21,48,86,Mazda,86,CX-5 | CX-50 | Mazda3 | CX-30 | CX-90,42 | 16 | 12 | 11 | 4,1,5,2026-02-10
100000072,1196097,1036080 | 1022547,1313219,1011660,volvo cars of princeton | volvo cars princeton,franchise,volvocarsprinceton.com,Team Velocity | Dealer.com,2931 Brunswick Pike,Lawrence Township,NJ,08648,40.274103,-74.708378,609-882-0600 | 609-793-9289,yosefc@volvocountry.com,new,146,58,204,210,Volvo,210,XC90 | XC60 | S90 | XC40 | EX30,83 | 53 | 31 | 30 | 7,1,8,2026-02-10
100000073,1158507,1045051,1313489,1016748,larry h. miller toyota peoria,franchise,larrymillertoyota.com,Dealer.com,8633 West Bell Road,Peoria,AZ,85382,33.636923,-112.244176,602-910-4763,ada.pnx@lhmauto.com,new,288,47,335,338,Toyota,338,Camry | RAV4 | Tacoma | Tundra | Corolla,63 | 63 | 45 | 39 | 32,1,17,2026-02-10
100000074,1121243,1036085,1313582,1018087,serra toyota of saginaw,franchise,serratoyotasaginaw.com,Dealer Inspire,4320 Bay Road,Saginaw,MI,48603,43.469785,-83.974178,989-790-2929,tessa.findlay@serrasaginaw.com,new,87,24,111,115,Toyota,115,RAV4 | Grand Highlander | Camry | Tacoma | Tundra,20 | 18 | 16 | 14 | 12,1,18,2026-02-10
